time,cpu_usage_pct,ram_usage_pct,network_in,network_out,block:block_bio_backmerge,block:block_bio_remap,block:block_dirty_buffer,block:block_getrq,block:block_touch_buffer,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,gpio:gpio_value,ipi:ipi_raise,irq:irq_handler_entry,irq:softirq_entry,jbd2:jbd2_handle_start,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmalloc,kmem:kmem_cache_alloc,kmem:kmem_cache_free,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,net:net_dev_queue,net:net_dev_xmit,net:netif_rx,page-faults,pagemap:mm_lru_insertion,preemptirq:irq_enable,qdisc:qdisc_dequeue,random:get_random_bytes,random:mix_pool_bytes_nolock,random:urandom_read,raw_syscalls:sys_enter,raw_syscalls:sys_exit,rpm:rpm_resume,rpm:rpm_suspend,sched:sched_process_exec,sched:sched_process_free,sched:sched_process_wait,sched:sched_switch,sched:sched_wakeup,signal:signal_deliver,signal:signal_generate,skb:consume_skb,skb:kfree_skb,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,task:task_newtask,tcp:tcp_destroy_sock,tcp:tcp_probe,timer:hrtimer_start,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_dirty_page,writeback:writeback_mark_inode_dirty,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written
13:24:21,26.3,0.810801,0.57,0.29,0,0,0,0,0,0,2,7,300298,44,0,4,341,120369,811,0,0,765,714,2154,2251,1739,1526,1771,1550,2,12,12,5,834,130,965149,19,2,6,2,183619,183607,4,5,2,3,7,299769,180185,4,5,62,10,10,0,3,0,11,353395,131,41,0,0,0,3,0,0,3,0,0,0,0
13:24:30,26.3,0.810644,1.19,0.27,0,0,0,0,0,0,4,11,300251,8,0,4,484,121083,749,0,0,746,417,537,730,51,8,76,0,65,5,5,1,36,6,967552,13,0,3,2,182428,182416,41,5,0,0,3,299857,179828,4,4,189,11,193,0,2,0,4,372606,200,65,0,0,0,2,0,0,2,0,0,0,0
13:24:40,26.3,0.810615,0.54,0.23,0,0,0,0,9,0,4,12,295591,7,0,4,354,116661,836,2,0,786,744,2796,3007,1847,1494,1886,1550,2,13,13,5,952,193,945585,21,4,2,2,183003,182987,4,5,4,5,9,295163,179282,5,7,27,10,12,0,5,0,13,348794,144,41,0,0,0,3,0,0,3,0,0,0,0
13:24:50,26.3,0.81066,0.60,0.23,10,12,10,2,9,1,4,10,301066,7,2,12,323,121171,635,2,1,245,213,1057,1278,152,3,177,0,6,6,6,1,213,71,969697,15,2,2,2,181313,181302,8,9,2,2,5,300695,180236,4,5,21,10,8,0,2,0,6,379552,127,43,0,0,0,1,1,10,11,0,0,0,0
13:25:00,26.3,0.8107,0.71,0.23,10,12,10,2,9,1,4,16,295527,7,2,12,356,116803,713,2,1,788,752,2835,3000,1854,1556,335,31,6,12,12,5,951,194,944680,19,4,2,2,182837,182821,8,9,4,3,9,295118,179079,5,7,25,10,12,0,5,0,11,359490,147,43,0,0,0,3,0,1,4,0,0,0,0
13:25:10,26.3,0.810722,0.54,0.23,10,12,6,2,4,1,4,9,300823,8,2,12,356,120946,688,2,1,269,228,1098,1540,160,3,171,0,6,7,7,1,248,74,969320,17,2,1,2,181602,181584,8,8,2,2,5,300685,180446,4,5,32,10,14,0,2,0,6,374568,131,42,0,0,0,1,0,2,3,0,0,0,0
13:25:19,26.3,0.810694,0.60,0.23,0,0,0,0,8,0,5,11,296733,6,0,4,348,117397,728,2,0,762,737,2509,2284,1756,1523,192,31,2,9,9,3,482,134,956394,17,2,2,2,183176,183164,4,4,2,3,7,296430,179725,4,5,22,10,10,0,3,0,9,362875,132,37,0,0,0,0,0,0,0,0,0,0,0
13:25:29,26.3,0.810879,0.84,0.23,11,13,11,2,8,1,4,14,301223,7,2,12,338,121244,668,2,1,244,212,1059,1233,153,65,167,31,6,6,6,1,208,64,970304,15,2,2,2,181446,181432,8,8,2,2,5,300871,180372,4,5,21,11,8,0,2,0,6,362709,134,43,0,0,0,1,0,3,4,0,0,0,0
13:25:39,26.3,0.810927,0.54,0.23,10,12,10,2,8,1,4,12,300626,13,2,12,356,121245,741,2,1,249,217,1072,1210,156,34,183,31,6,7,7,1,211,71,969124,17,2,2,2,180822,180811,8,8,2,2,5,300192,179749,4,5,29,10,8,0,2,0,6,367146,141,41,0,0,0,1,0,2,3,0,0,0,0
13:25:48,26.3,0.810753,0.49,0.23,10,12,10,2,9,1,4,9,300977,9,1,12,364,120964,726,2,1,261,219,1067,1491,163,34,238,31,6,7,7,1,251,83,969878,17,2,2,2,181804,181780,8,8,2,3,5,300807,180595,4,5,30,11,11,0,2,0,6,377129,130,44,1,0,0,2,0,1,3,1,0,0,1
