time,cpu_usage_pct,ram_usage_pct,network_in,network_out,block:block_bio_backmerge,block:block_bio_remap,block:block_dirty_buffer,block:block_getrq,block:block_touch_buffer,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,gpio:gpio_value,ipi:ipi_raise,irq:irq_handler_entry,irq:softirq_entry,jbd2:jbd2_handle_start,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmalloc,kmem:kmem_cache_alloc,kmem:kmem_cache_free,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,net:net_dev_queue,net:net_dev_xmit,net:netif_rx,page-faults,pagemap:mm_lru_insertion,preemptirq:irq_enable,qdisc:qdisc_dequeue,random:get_random_bytes,random:mix_pool_bytes_nolock,random:urandom_read,raw_syscalls:sys_enter,raw_syscalls:sys_exit,rpm:rpm_resume,rpm:rpm_suspend,sched:sched_process_exec,sched:sched_process_free,sched:sched_process_wait,sched:sched_switch,sched:sched_wakeup,signal:signal_deliver,signal:signal_generate,skb:consume_skb,skb:kfree_skb,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,task:task_newtask,tcp:tcp_destroy_sock,tcp:tcp_probe,timer:hrtimer_start,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_dirty_page,writeback:writeback_mark_inode_dirty,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written
16:04:34,25.1,0.811079,0.74,0.23,0,0,0,0,1,0,6,4,299400,6,0,4,333,120589,595,1,0,234,209,332,526,42,1,68,0,2,6,6,1,32,6,962744,15,0,2,2,180028,180016,4,5,0,0,3,299069,179208,3,3,20,10,9,0,0,0,6,385217,124,40,0,0,0,2,1,0,2,0,0,0,0
16:04:44,25.1,0.811146,0.54,0.23,6,8,6,2,0,1,4,7,301383,8,1,12,322,121319,629,1,1,288,255,461,789,57,2,79,0,6,10,10,1,53,14,969615,23,0,2,3,181554,181543,8,9,0,0,3,301069,180476,3,3,33,14,13,0,0,0,9,380084,134,43,0,0,0,2,2,6,8,0,0,0,0
16:04:53,25.1,0.811056,1.30,0.69,0,0,0,0,0,0,4,6,301509,7,0,4,329,121320,658,0,0,226,199,338,641,40,31,113,62,2,5,5,1,30,6,969294,13,0,2,2,181375,181364,4,5,0,1,3,301157,180558,3,3,20,10,6,0,0,0,4,376394,118,35,0,0,0,2,0,0,2,0,0,0,0
16:05:03,25.1,0.811071,0.60,0.23,7,9,7,2,0,1,4,9,291710,7,2,12,331,112204,595,0,1,284,251,455,738,60,1,81,31,6,8,8,1,57,21,923234,19,0,2,3,181075,181063,8,9,0,0,3,291596,180027,3,3,28,14,10,0,0,0,7,375657,125,40,1,0,0,1,0,1,2,1,1,1,2
16:05:13,25.1,0.811134,0.49,0.23,0,0,0,0,0,0,4,1,300874,5,0,4,324,121034,586,0,0,252,215,366,685,43,1,123,93,2,6,6,1,36,6,967428,15,0,2,2,181049,181041,4,4,0,0,3,300530,180170,3,3,33,12,15,0,0,0,4,381045,115,38,1,0,0,0,0,0,0,1,1,1,2
16:05:23,25.1,0.811184,0.54,0.23,0,0,0,0,0,0,4,10,301022,11,0,4,359,121277,697,0,0,226,199,347,661,41,1,114,31,2,5,5,1,27,6,968422,13,0,2,2,180985,180977,4,4,0,1,3,300663,180170,3,3,23,11,6,0,0,0,4,381300,126,40,1,0,0,2,0,0,2,1,1,1,2
16:05:32,25.1,0.811149,0.63,0.23,0,1,0,1,0,1,4,10,295238,7,0,8,316,115810,542,0,0,225,200,333,791,48,0,122,31,4,5,5,1,66,27,940717,13,0,2,2,180749,180734,6,6,0,0,3,295103,179883,3,3,19,10,6,0,0,0,4,377612,121,41,1,1,0,1,0,0,1,1,3,3,2
16:05:42,25.1,0.811153,0.80,0.29,0,0,0,0,0,0,4,6,300415,7,0,2,332,120393,620,0,0,252,201,331,1110,46,32,268,155,1,6,6,1,67,20,965528,15,0,1,2,181418,181406,2,3,0,13,3,300295,180527,3,3,21,10,6,0,0,0,4,383239,120,37,1,0,0,1,0,0,1,1,1,1,2
16:05:52,25.1,0.811031,0.68,0.29,0,0,0,0,0,0,5,13,299385,6,0,4,344,120258,657,0,0,231,206,327,559,40,0,69,0,2,5,5,1,30,6,961557,13,0,2,2,180313,180303,4,5,0,0,3,298960,179491,3,3,18,10,6,0,0,0,4,383818,119,40,1,0,0,2,0,0,2,1,1,1,2
16:06:02,25.1,0.811043,0.62,0.29,0,0,0,0,0,0,4,10,300919,8,0,4,328,121377,580,0,0,237,205,361,501,42,1,70,31,2,5,5,1,27,6,968176,13,0,2,2,180716,180704,4,5,0,0,3,300579,179874,3,3,28,10,12,0,0,0,4,377901,117,36,0,0,0,1,0,0,1,0,0,0,0
