time,cpu_usage_pct,ram_usage_pct,network_in,network_out,block:block_bio_backmerge,block:block_bio_remap,block:block_dirty_buffer,block:block_getrq,block:block_touch_buffer,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,gpio:gpio_value,ipi:ipi_raise,irq:irq_handler_entry,irq:softirq_entry,jbd2:jbd2_handle_start,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmalloc,kmem:kmem_cache_alloc,kmem:kmem_cache_free,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,net:net_dev_queue,net:net_dev_xmit,net:netif_rx,page-faults,pagemap:mm_lru_insertion,preemptirq:irq_enable,qdisc:qdisc_dequeue,random:get_random_bytes,random:mix_pool_bytes_nolock,random:urandom_read,raw_syscalls:sys_enter,raw_syscalls:sys_exit,rpm:rpm_resume,rpm:rpm_suspend,sched:sched_process_exec,sched:sched_process_free,sched:sched_process_wait,sched:sched_switch,sched:sched_wakeup,signal:signal_deliver,signal:signal_generate,skb:consume_skb,skb:kfree_skb,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,task:task_newtask,tcp:tcp_destroy_sock,tcp:tcp_probe,timer:hrtimer_start,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_dirty_page,writeback:writeback_mark_inode_dirty,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written
10:15:54,38.9,0.809064,0.72,0.36,0,0,0,0,0,0,4,4,300391,8,0,4,349,120800,615,0,0,331,294,514,989,63,2,102,31,2,5,5,1,69,19,966811,13,0,2,2,181303,181299,4,4,0,0,3,300266,180088,3,3,29,18,12,0,1,0,4,383852,123,40,0,0,0,2,0,0,2,0,0,0,0
10:16:03,38.9,0.80905,0.78,0.36,0,0,0,0,0,0,4,4,301068,8,0,4,337,121146,663,0,0,423,375,684,852,70,1,95,0,2,9,9,1,38,6,968730,21,0,2,4,181866,181857,4,4,0,0,3,300712,180355,3,3,35,24,15,0,0,0,7,382395,117,36,0,0,0,3,0,0,3,0,0,0,0
10:16:13,38.9,0.809036,0.60,0.23,0,0,0,0,0,0,4,3,301300,6,0,4,320,121248,653,0,0,323,286,500,767,56,1,105,0,2,5,5,1,34,6,969088,13,0,2,2,181579,181569,4,4,0,2,3,300944,180443,3,3,22,18,9,0,0,0,4,381035,122,37,0,0,0,2,0,0,2,0,0,0,0
10:16:23,38.7,0.809121,0.63,0.32,0,0,0,0,0,0,4,10,301004,8,0,4,341,121236,723,0,0,231,210,820,1062,94,2,119,31,2,7,7,1,103,31,969071,17,1,2,2,181009,181000,4,4,1,1,4,300485,180065,3,4,28,10,11,0,1,0,7,376254,129,36,0,0,0,3,0,0,3,0,0,0,0
10:16:32,38.7,0.809108,2.26,0.32,0,0,0,0,0,0,4,15,300676,7,0,4,459,121462,844,0,0,304,275,894,1295,108,2,125,31,129,7,7,1,152,38,970160,17,1,4,2,181005,180996,83,5,1,1,4,300507,180216,3,4,80,10,11,0,1,0,7,375881,266,88,0,0,0,1,0,0,1,0,0,0,0
10:16:42,38.7,0.809013,1.35,0.36,0,0,0,0,0,0,4,7,300829,27,0,4,335,121228,653,0,0,244,214,860,1068,103,3,124,31,2,7,7,1,120,33,968969,17,1,2,2,180940,180929,4,5,1,1,4,300474,179968,3,4,21,30,12,0,1,0,7,378539,131,39,0,0,0,2,0,0,2,0,0,0,0
10:16:51,38.6,0.809142,0.90,0.45,0,0,0,0,0,0,6,9,289477,14,0,4,345,111094,688,0,0,237,208,333,714,41,2,137,31,2,5,5,1,29,12,914736,13,0,2,2,179607,179598,4,5,0,2,3,289084,178800,3,3,15,18,6,0,0,0,4,365893,129,39,1,0,0,2,0,0,2,1,1,1,2
10:17:00,38.5,0.809156,0.60,0.23,0,0,0,0,0,0,2,8,293102,8,0,4,322,113391,557,0,0,212,187,317,487,38,1,79,31,2,5,5,1,26,6,928415,13,0,2,2,180793,180783,4,5,0,0,3,292687,179980,3,3,16,10,6,0,0,0,4,371365,118,40,1,5,5,1,0,0,1,1,1,0,2
10:17:10,38.4,0.809043,0.69,0.23,0,0,0,0,0,0,4,5,300270,7,0,4,341,120651,653,0,0,235,207,831,1287,112,33,185,0,2,7,7,1,153,61,966602,17,1,2,2,181110,181077,4,5,1,1,4,300094,180101,3,4,17,10,8,0,1,0,7,382059,121,37,1,0,0,1,0,0,1,1,0,0,1
10:17:20,38.4,0.808961,0.49,0.23,0,0,0,0,0,0,5,9,297730,11,0,4,335,117841,624,0,0,245,214,838,1026,103,64,122,0,2,8,8,1,133,30,952697,19,1,2,2,181223,181202,4,5,1,1,4,297441,180250,3,4,21,10,8,0,1,0,7,369362,124,39,1,0,0,1,0,0,1,1,0,0,1
10:17:30,38.4,0.809107,0.60,0.23,0,0,0,0,0,0,5,7,298616,8,0,4,350,119523,687,0,0,259,213,838,1506,107,2,234,0,2,7,7,1,153,45,960483,17,1,2,2,180607,180601,4,5,1,10,4,298528,179659,3,4,18,10,8,0,1,0,7,382285,131,38,0,0,0,2,0,0,2,0,0,0,0
10:17:40,38.2,0.809072,0.64,0.41,0,0,0,0,0,0,4,5,301183,6,0,4,332,121237,636,0,0,243,207,354,711,43,1,144,0,2,5,5,1,21,6,968119,13,0,2,2,181144,181135,4,5,0,0,3,300773,180282,3,3,22,10,12,0,0,0,4,382090,116,35,0,0,0,1,0,0,1,0,0,0,0
10:17:49,38.2,0.809072,0.72,0.36,0,0,0,0,0,0,4,3,300831,8,0,2,319,121035,591,0,0,230,199,326,558,41,1,76,31,1,5,5,1,31,6,966945,13,0,2,2,180974,180967,2,2,0,0,3,300479,180144,3,3,15,10,6,0,0,0,4,379854,113,36,0,0,0,0,0,0,0,0,0,0,0
10:17:59,38.2,0.809038,0.95,0.36,0,0,0,0,0,0,4,11,300626,7,0,4,355,120997,735,0,0,216,197,300,470,29,1,65,31,2,5,5,1,4,6,965875,13,0,2,2,180861,180851,4,4,0,0,3,300110,180017,3,3,15,10,6,0,0,0,4,385503,113,38,0,0,0,2,0,0,2,0,0,0,0
10:18:09,38.1,0.809043,0.49,0.23,0,0,0,0,0,0,4,22,296182,9,0,4,370,117057,771,0,0,545,503,2398,2820,449,37,517,31,2,6,6,1,951,284,952937,15,4,2,2,182820,182793,4,4,4,5,12,296052,179757,7,8,19,11,7,0,5,0,4,368703,123,37,0,0,0,7,0,0,7,0,0,0,0
10:18:18,38,0.809097,0.89,0.23,0,0,0,0,0,0,4,13,296356,8,0,4,349,116928,811,0,0,558,513,2898,3120,512,69,529,62,2,7,7,1,1003,295,952578,17,5,2,2,182881,182866,4,5,5,6,13,295955,179803,7,9,19,11,9,0,6,0,7,357446,136,38,0,0,0,8,0,0,8,0,0,0,0
10:18:28,38,0.809648,0.54,0.23,0,0,0,0,0,0,5,27,289967,6,0,4,375,111046,778,0,0,566,522,2874,3060,509,131,519,31,2,7,7,1,984,282,922634,17,5,2,2,182288,182270,4,5,5,6,13,289382,179204,7,9,17,11,9,0,6,0,7,355598,141,41,1,0,0,10,0,0,10,1,0,0,1
10:18:38,37.9,0.809495,0.49,0.23,0,0,0,0,0,0,4,17,298052,8,0,4,519,119644,985,0,0,703,633,3025,3427,523,70,560,93,210,7,7,1,1043,302,969513,17,5,6,2,182772,182749,134,5,5,6,13,297901,179782,8,10,128,11,23,0,6,0,7,355219,374,132,1,0,0,9,0,0,9,1,0,0,1
10:18:48,37.9,0.810883,0.61,0.65,0,1,0,1,0,1,4,9,299879,7,0,8,352,120501,763,0,0,564,522,2923,3093,511,38,526,63,4,9,9,1,1004,283,971646,21,5,2,2,182889,182872,6,7,5,6,13,299505,179781,7,9,28,11,10,0,6,0,8,364535,133,43,1,1,0,5,0,0,5,1,1,1,2
10:18:57,37.8,0.809099,0.67,0.36,0,0,0,0,0,0,6,13,294974,8,0,4,365,116790,724,0,0,562,518,2412,2905,451,68,512,31,2,5,5,1,949,283,951789,13,4,2,2,181568,181549,4,5,4,6,12,294553,178524,7,8,22,11,7,0,5,0,4,363409,129,39,1,0,0,7,0,0,7,1,0,0,1
10:19:07,37.7,0.809326,0.91,0.77,0,0,0,0,0,0,6,6,297647,8,0,4,329,118846,644,0,0,261,208,331,884,41,0,245,31,2,5,5,1,36,6,954578,13,0,2,2,179914,179906,4,4,0,14,3,297240,179114,3,3,20,10,6,0,0,0,4,374741,123,41,1,0,0,2,0,0,2,1,0,0,1
10:19:17,37.7,0.809334,0.92,0.59,0,0,0,0,0,0,6,14,296377,6,0,2,357,117003,678,0,0,626,484,2032,2899,520,163,782,156,1,5,5,1,961,393,953751,13,5,1,36,182682,182668,2,2,5,7,10,296153,179858,6,9,19,10,7,0,5,0,5,371385,122,41,1,0,0,21,0,0,21,1,1,1,2
